gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
SCF082_s251_g8498	A0ABP0LM70	A0ABP0LM70_9DINO	100.000	132	0	0	1	396	1	132	1.08e-77	235	399	132	99	HIGH	Alpha-amylase type B isozyme	TrEMBL
SCF082_s261_g8667	A0ABP0LSY8	A0ABP0LSY8_9DINO	100.000	405	0	0	1	1215	1	405	0.0	739	1305	434	93	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s276_g9042	A0ABP0NY51	A0ABP0NY51_9DINO	100.000	2118	0	0	1	6354	1	2118	0.0	4075	6357	2118	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s288_g9368	A0ABP0MDT5	A0ABP0MDT5_9DINO	100.000	648	0	0	1	1944	1	648	0.0	1299	1947	648	99	HIGH	DUF4953 domain-containing protein	TrEMBL
SCF082_s299_g9642	A0ABP0MIB5	A0ABP0MIB5_9DINO	100.000	1187	0	0	1	3561	1	1187	0.0	2308	3564	1187	99	HIGH	Probable outer membrane protein PmpA (Polymorphic membrane protein A)	TrEMBL
SCF082_s326_g10224	A0ABP0MZ80	A0ABP0MZ80_9DINO	100.000	396	0	0	1	1188	1	396	0.0	716	1191	396	99	HIGH	Autophagy-related protein 18a	TrEMBL
SCF082_s332_g10332	A0ABP0N2D4	A0ABP0N2D4_9DINO	100.000	407	0	0	1	1221	1	407	0.0	670	1224	407	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s339_g10468	A0ABP0N6W9	A0ABP0N6W9_9DINO	100.000	607	0	0	1	1821	1	607	0.0	1153	1824	607	99	HIGH	Zinc finger CCCH domain-containing protein 66 (AtC3H66)	TrEMBL
SCF082_s341_g10484	A0ABP0N754	A0ABP0N754_9DINO	100.000	1005	0	0	1	3015	1	1005	0.0	1901	3018	1005	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s359_g10915	A0ABP0NI07	A0ABP0NI07_9DINO	100.000	389	0	0	1	1167	1	389	0.0	753	1170	389	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s373_g11195	A0ABP0NRS5	A0ABP0NRS5_9DINO	100.000	228	0	0	1	684	1	228	2.03e-160	452	687	228	99	HIGH	Peptidyl-prolyl cis-trans isomerase A	TrEMBL
SCF082_s376_g11257	A0ABP0NTM7	A0ABP0NTM7_9DINO	100.000	3480	0	0	1	10440	1	3480	0.0	6776	10443	3480	99	HIGH	ANK_REP_REGION domain-containing protein	TrEMBL
SCF082_s431_g12349	A0ABP0KMZ8	A0ABP0KMZ8_9DINO	100.000	593	0	0	1	1779	1	593	0.0	1211	1782	593	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s432_g12367	A0ABP0PLK1	A0ABP0PLK1_9DINO	100.000	582	0	0	1	1746	1	582	0.0	1189	1749	582	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s449_g12827	A0ABP0PTP2	A0ABP0PTP2_9DINO	100.000	940	0	0	1	2820	1	940	0.0	1697	2823	940	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s453_g12897	A0ABP0IR55	A0ABP0IR55_9DINO	100.000	242	0	0	1	726	1	242	3.27e-131	379	729	242	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s458_g13019	A0ABP0PYJ2	A0ABP0PYJ2_9DINO	100.000	1283	0	0	1	3849	1	1283	0.0	2391	3852	1283	99	HIGH	Copia protein	TrEMBL
