gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
Montipora_capitata_HIv3___TS.g14500.t1	A0ABN8P427	A0ABN8P427_9CNID	67.045	88	28	1	1	264	13	99	5.39e-30	114	267	187	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g30467.t1	A0ABN8RGN6	A0ABN8RGN6_9CNID	33.724	682	378	24	151	2112	1	636	5.73e-64	241	2232	982	92	MEDIUM	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g15116.t1	A0AAD9V0B3	A0AAD9V0B3_ACRCE	50.704	213	103	2	625	1257	1082	1294	4.04e-44	177	1401	2439	45	LOW	E3 ubiquitin-protein ligase SRFP1	TrEMBL
Montipora_capitata_HIv3___RNAseq.g30640.t1	A0AAD9V0B3	A0AAD9V0B3_ACRCE	47.531	1033	479	19	55	3099	21	1008	0.0	818	4425	2439	83	HIGH	E3 ubiquitin-protein ligase SRFP1	TrEMBL
Montipora_capitata_HIv3___RNAseq.g30915.t1	A0AAD9QAL2	A0AAD9QAL2_ACRCE	55.939	261	101	8	1	774	1	250	1.72e-55	202	780	1543	99	HIGH	Eukaryotic translation initiation factor 4 gamma 1	TrEMBL
Montipora_capitata_HIv3___RNAseq.g31002.t1	A0ABN8LXF3	A0ABN8LXF3_9CNID	52.745	510	215	13	85	1584	7	500	1.88e-149	447	1587	500	95	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g31153.t1	A0ABN8R1X7	A0ABN8R1X7_9CNID	34.510	255	158	4	1	744	16	268	1.87e-42	159	1143	268	65	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g31299.t1	A0ABN8MNL1	A0ABN8MNL1_9CNID	40.123	162	82	5	40	501	14	168	1.92e-27	111	552	186	84	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g16502.t1	A0AAU9X1H7	A0AAU9X1H7_9CNID	64.653	331	58	6	358	1344	2	275	1.61e-133	395	1347	275	73	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g32166.t1	A0AAD9Q5F8	A0AAD9Q5F8_ACRCE	70.526	95	28	0	1	285	1	95	1.87e-33	123	459	101	62	HIGH	Coiled-coil domain-containing protein 172	TrEMBL
Montipora_capitata_HIv3___TS.g16805.t1	A0A6P8HBB0	A0A6P8HBB0_ACTTE	69.508	305	90	3	892	1800	7	310	2.89e-135	413	1812	498	50	MEDIUM	Uncharacterized protein LOC116290778 isoform X2	TrEMBL
Montipora_capitata_HIv3___RNAseq.g32807.t1	A0A2B4SM74	A0A2B4SM74_STYPI	48.889	180	78	2	16	513	6	185	3.30e-41	154	618	426	81	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33022.t1	A0AAU9WSZ9	A0AAU9WSZ9_9CNID	86.290	124	17	0	1	372	40	163	4.02e-73	225	411	165	91	HIGH	PAZ domain-containing protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g17623.t1	A0ABN8P6E0	A0ABN8P6E0_9CNID	57.692	208	85	3	412	1035	15	219	3.96e-73	235	1041	222	60	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g17701.t1b	A0AAD9QAL6	A0AAD9QAL6_ACRCE	63.177	831	265	6	4	2373	11	841	0.0	959	2640	854	90	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33277.t1	A0ABN8T2X7	A0ABN8T2X7_9CNID	40.854	164	85	5	70	543	30	187	3.70e-28	120	891	303	53	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33283.t1	A0AAD9PXQ6	A0AAD9PXQ6_ACRCE	58.879	107	42	2	73	387	23	129	1.17e-30	124	906	214	35	LOW	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33294.t1	A0AAD9VE79	A0AAD9VE79_ACRCE	51.923	104	48	1	217	522	1	104	1.20e-20	102	1128	328	27	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33457.t1	A0AAD9R0L3	A0AAD9R0L3_ACRCE	77.593	241	51	1	1	723	1	238	1.14e-133	385	726	239	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33666.t1	A0ABN8ST21	A0ABN8ST21_9CNID	48.739	119	56	2	37	390	35	149	4.83e-23	97.8	408	153	87	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33697.t1	A0AAD9VDX5	A0AAD9VDX5_ACRCE	68.846	520	152	5	1	1554	1	512	0.0	666	1995	933	78	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g33966.t1	A0AAD9QZY0	A0AAD9QZY0_ACRCE	60.947	338	117	3	1	975	17	352	2.26e-147	428	978	354	99	HIGH	Fibrinogen C-terminal domain-containing protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g34150.t1	A0AAD9R0U7	A0AAD9R0U7_ACRCE	59.701	67	27	0	1	201	867	933	1.41e-20	94.0	219	1349	92	MEDIUM	Hemicentin-1	TrEMBL
Montipora_capitata_HIv3___TS.g18725.t1	A0AAD9QZW6	A0AAD9QZW6_ACRCE	71.835	387	99	2	4	1161	1	378	0.0	571	1164	381	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g18789.t1	A0A9W9YX66	A0A9W9YX66_9CNID	48.000	125	59	3	262	621	8	131	7.95e-31	119	624	131	58	MEDIUM	GIY-YIG domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g34294.t1	A0AAD9VHQ8	A0AAD9VHQ8_ACRCE	78.233	317	67	1	1	951	1	315	6.85e-169	481	957	316	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g34701.t1	A0AAD9PWC8	A0AAD9PWC8_ACRCE	66.667	426	130	3	28	1293	436	853	0.0	569	1299	854	97	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g24498.t1	A0ABN8RZS5	A0ABN8RZS5_9CNID	52.252	111	49	1	1126	1446	1095	1205	4.18e-21	108	1455	1214	22	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g7658.t1	A0ABN8NZP1	A0ABN8NZP1_9CNID	46.821	173	83	5	199	696	1	171	1.44e-35	146	1233	446	61	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g24511.t1	A0AAD9V956	A0AAD9V956_ACRCE	71.242	153	36	2	319	759	235	385	7.73e-71	233	843	385	52	MEDIUM	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g24512.t1	A0AAD9PSN5	A0AAD9PSN5_ACRCE	91.589	107	9	0	61	381	1	107	7.21e-69	211	384	107	84	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g24664.t1	A0A7D9IZX2	A0A7D9IZX2_PARCT	45.287	488	234	8	13	1440	8	474	5.62e-106	353	1452	1356	98	HIGH	Chromatin modification-related YNG2	TrEMBL
Montipora_capitata_HIv3___RNAseq.g24776.t1	A0AAD9QLC3	A0AAD9QLC3_ACRCE	95.556	45	2	0	1	135	1	45	2.37e-23	95.1	252	111	54	MEDIUM	NADH dehydrogenase [ubiquinone] 1 subunit C2	TrEMBL
Montipora_capitata_HIv3___RNAseq.g25023.t1	A0A9W9Z040	A0A9W9Z040_9CNID	36.820	239	112	10	100	792	29	236	2.89e-28	117	798	237	87	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g25541.t2	A0AAU9XNX4	A0AAU9XNX4_9CNID	48.182	660	304	10	2074	4026	131	761	0.0	598	4029	761	48	LOW	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g26022.t1	A0AAD9PSC0	A0AAD9PSC0_ACRCE	80.000	215	35	2	1180	1800	26	240	5.66e-103	321	1803	240	34	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g9833.t1	A0AAD9V4S2	A0AAD9V4S2_ACRCE	36.012	336	201	6	211	1200	12	339	1.64e-50	195	1392	991	71	MEDIUM	DNA-directed DNA polymerase	TrEMBL
Montipora_capitata_HIv3___RNAseq.g26615.t1	A0AAD9QVM6	A0AAD9QVM6_ACRCE	38.489	278	142	8	13	828	6	260	7.25e-21	99.4	834	263	98	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g9853.t1	A0ABN8LWM8	A0ABN8LWM8_9CNID	99.548	221	1	0	1	663	1	221	6.49e-162	462	795	358	83	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g9947.t1	A0AAD9QUP8	A0AAD9QUP8_ACRCE	63.636	165	36	1	1507	1929	19	183	8.89e-52	189	2073	231	77	HIGH	BRICHOS domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g26930.t1	A0A3M6UHZ0	A0A3M6UHZ0_POCDA	54.545	154	62	3	49	504	21	168	2.53e-46	159	528	179	86	HIGH	GIY-YIG domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g26933.t1	A0AAD9V799	A0AAD9V799_ACRCE	63.694	1424	507	9	67	4329	86	1502	0.0	1892	4353	1512	98	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g27094.t1	A0ABN8N4A6	A0ABN8N4A6_9CNID	56.757	407	148	9	55	1227	1	395	3.93e-127	409	1617	1180	91	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g10389.t1	A0A7D9HEX3	A0A7D9HEX3_PARCT	57.485	334	141	1	1	999	502	835	8.67e-133	413	1140	962	88	HIGH	Reverse transcriptase	TrEMBL
Montipora_capitata_HIv3___RNAseq.g15650.t1a	A0A2B4RLE6	A0A2B4RLE6_STYPI	71.144	1407	365	7	1	4206	1	1371	0.0	1995	4683	1769	90	HIGH	Pro-Pol polyprotein	TrEMBL
Montipora_capitata_HIv3___TS.g11004.t1	A0A8B6BEB4	A0A8B6BEB4_MYTGA	41.333	150	85	2	1	450	342	488	7.05e-25	109	456	493	99	HIGH	Reverse transcriptase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16017.t1	A0AAD9PX32	A0AAD9PX32_ACRCE	70.083	361	107	1	82	1161	2	362	0.0	536	1164	363	93	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16335.t1	A0AAD9UZS8	A0AAD9UZS8_ACRCE	60.825	291	110	2	100	966	19	307	5.22e-115	344	972	308	89	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16339.t1	A0AAD9VI97	A0AAD9VI97_ACRCE	85.119	336	46	2	1	996	1	336	0.0	585	999	336	99	HIGH	VOC domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16461.t1	A0A6S7GMH1	A0A6S7GMH1_PARCT	40.426	141	82	1	31	447	5	145	1.16e-28	114	567	167	74	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16462.t1	A0A2B4R9D1	A0A2B4R9D1_STYPI	57.927	164	42	4	1	423	299	458	2.07e-47	168	435	463	97	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16637.t1	A0A9W9YZ92	A0A9W9YZ92_9CNID	64.525	358	72	6	67	1059	152	481	2.13e-140	427	1836	512	54	MEDIUM	CxC1-like cysteine cluster associated with KDZ transposases domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g12075.t1	A0AAD9PZL2	A0AAD9PZL2_ACRCE	60.286	559	149	5	4	1560	237	762	0.0	677	1563	787	99	HIGH	SAP domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16765.t1	A0A9W9Z5Y5	A0A9W9Z5Y5_9CNID	82.500	120	19	1	1	360	3	120	2.73e-67	207	363	120	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g16878.t1	A0A7D9M514	A0A7D9M514_PARCT	39.153	189	113	2	1	567	41	227	2.03e-38	152	1395	314	41	LOW	Transient receptor potential cation channel subfamily A member 1 (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g13101.t1	A0A2B4RLE6	A0A2B4RLE6_STYPI	69.673	643	179	6	586	2493	344	977	0.0	947	3663	1769	98	HIGH	Pro-Pol polyprotein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g17872.t1	A0ABN8PZH1	A0ABN8PZH1_9CNID	54.839	341	103	4	463	1344	132	468	3.97e-120	370	1533	470	69	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g18312.t1	A0A913X197	A0A913X197_EXADI	43.689	103	38	2	1	249	1362	1464	8.90e-15	78.2	264	1480	94	MEDIUM	ATP-dependent DNA helicase	TrEMBL
Montipora_capitata_HIv3___RNAseq.g18314.t1	A0A6P8HAY5	A0A6P8HAY5_ACTTE	34.862	218	127	7	64	684	151	364	8.43e-29	121	726	366	86	MEDIUM	Uncharacterized protein LOC116287300	TrEMBL
Montipora_capitata_HIv3___RNAseq.g18598.t1	A0ABN8QXE9	A0ABN8QXE9_9CNID	41.360	353	177	8	52	1056	21	361	1.79e-73	242	1092	368	92	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g44557.t1	A0A2B4S550	A0A2B4S550_STYPI	80.952	168	32	0	1	504	1	168	1.98e-88	278	1236	249	41	LOW	Reverse transcriptase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g44580.t1	A0A7D9E4E5	A0A7D9E4E5_PARCT	32.353	306	173	8	19	906	5	286	1.01e-38	152	918	501	97	MEDIUM	CxC5 like cysteine cluster associated with KDZ domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g44732.t1	A0AAU9VVX3	A0AAU9VVX3_9CNID	78.981	157	33	0	1	471	93	249	6.39e-73	229	528	267	89	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g44740.t1	A0A6P8H028	A0A6P8H028_ACTTE	37.220	223	125	8	223	864	147	363	4.15e-29	124	873	365	74	MEDIUM	Uncharacterized protein LOC116287256	TrEMBL
Montipora_capitata_HIv3___RNAseq.g44832.t1	A0AAD9QHW0	A0AAD9QHW0_ACRCE	59.677	124	29	3	1	309	55	178	3.11e-37	134	312	206	99	HIGH	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	TrEMBL
Montipora_capitata_HIv3___TS.g46118.t1	A0A3M6USR2	A0A3M6USR2_POCDA	69.444	36	11	0	257	364	3575	3610	1.77e-06	56.6	393	3614	27	LOW	AAA+ ATPase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45046.t1	A0A2B4SZT8	A0A2B4SZT8_STYPI	65.761	368	93	3	55	1059	138	505	2.07e-145	439	1065	772	94	HIGH	Uncharacterized protein K02A2.6	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45048.t1	A0ABN8RMY2	A0ABN8RMY2_9CNID	62.162	148	51	2	4	444	6	149	1.86e-49	174	447	449	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45196.t1	A0A913WSY7	A0A913WSY7_EXADI	55.970	134	55	2	1	390	349	482	5.48e-36	139	417	493	94	HIGH	Integrase catalytic domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45306.t1	A0A8B7XNX0	A0A8B7XNX0_ACAPL	33.721	86	56	1	61	315	296	381	1.17e-06	56.6	366	436	70	LOW	Uncharacterized protein LOC110974885	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45326.t1	A0AAD9Q8V6	A0AAD9Q8V6_ACRCE	76.023	171	36	2	10	519	10	176	2.85e-71	224	579	197	88	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g45508.t1	A0AAU9VNM1	A0AAU9VNM1_9CNID	76.757	185	43	0	1	555	703	887	1.88e-93	301	561	945	99	HIGH	RAG1 importin-binding domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g466.t1a	A0AAD9QYY7	A0AAD9QYY7_ACRCE	78.378	222	48	0	160	825	175	396	7.48e-121	362	849	450	78	HIGH	LamG-like jellyroll fold domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g555.t1	A0ABN8NX27	A0ABN8NX27_9CNID	52.764	199	86	2	73	669	8	198	4.13e-58	191	672	198	89	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g698.t1	A0ABN8LSS7	A0ABN8LSS7_9CNID	68.233	447	121	4	211	1539	68	497	0.0	640	1548	499	86	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g871.t1	A0A7D9HEX3	A0A7D9HEX3_PARCT	54.795	292	131	1	895	1767	509	800	1.59e-104	347	1806	962	98	HIGH	Reverse transcriptase	TrEMBL
Montipora_capitata_HIv3___RNAseq.g1339.t1	A0ABN8PEZ2	A0ABN8PEZ2_9CNID	64.390	205	61	4	394	1002	3	197	1.46e-67	221	1113	212	55	MEDIUM	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g1393.t1	A0AAD9UXK6	A0AAD9UXK6_ACRCE	68.209	670	212	1	1	2007	43	712	0.0	981	2028	712	99	HIGH	SAP domain-containing protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g1704.t1	A0AAD9PQK9	A0AAD9PQK9_ACRCE	93.159	804	53	1	1	2412	1144	1945	0.0	1415	2421	1991	99	HIGH	Protein NO VEIN	TrEMBL
Montipora_capitata_HIv3___RNAseq.g1832.t1	A0A2B4T072	A0A2B4T072_STYPI	40.659	91	48	1	1	273	69	153	8.09e-17	80.1	279	155	98	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g1931.t1	A0AAU9VWE1	A0AAU9VWE1_9CNID	88.462	104	12	0	1	312	54	157	9.87e-40	143	522	196	60	HIGH	HTH-like domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g2123.t1	A0AAU9W0A2	A0AAU9W0A2_9CNID	50.556	180	84	2	1	537	30	205	3.80e-45	168	1656	212	32	LOW	OTU domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g39823.t1b	A0A7D9DEG0	A0A7D9DEG0_PARCT	52.174	506	188	5	1	1512	346	799	4.10e-170	522	1857	1072	99	HIGH	DUF6589 domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g2533.t1	A0ABN8QM69	A0ABN8QM69_9CNID	93.226	561	37	1	1	1683	1	560	0.0	1076	1686	560	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g2539.t1	A0AAD9UXH0	A0AAD9UXH0_ACRCE	44.944	178	85	5	127	654	449	615	1.62e-32	144	1566	942	61	HIGH	DUF1758 domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g2569.t1	A0AAD9R058	A0AAD9R058_ACRCE	90.141	710	70	0	1081	3210	177	886	0.0	1326	3213	886	85	HIGH	Transposase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g2627.t1	A0A2B4STN8	A0A2B4STN8_STYPI	88.439	173	20	0	391	909	160	332	1.41e-81	271	912	757	57	MEDIUM	Uncharacterized protein K02A2.6	TrEMBL
Montipora_capitata_HIv3___TS.g41480.t1	A0AAU9XAU9	A0AAU9XAU9_9CNID	83.209	536	59	3	427	2007	1	514	0.0	860	2094	525	76	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g41491.t1b	A0A2B4RLE6	A0A2B4RLE6_STYPI	70.827	1330	347	7	1	3975	73	1366	0.0	1876	3990	1769	99	HIGH	Pro-Pol polyprotein	TrEMBL
Montipora_capitata_HIv3___TS.g41615.t1	A0AAD9UR24	A0AAD9UR24_ACRCE	71.212	66	18	1	142	336	430	495	6.19e-19	92.0	390	832	50	MEDIUM	RNA-directed DNA polymerase from transposon BS (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g8859.t1	A0ABN8SSU3	A0ABN8SSU3_9CNID	92.623	122	9	0	70	435	38	159	7.64e-63	201	447	223	82	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g41812.t1	A0AAD9UUQ2	A0AAD9UUQ2_ACRCE	66.667	105	35	0	1	315	13	117	5.15e-38	144	384	507	82	HIGH	Endonuclease/exonuclease/phosphatase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9192.t1	A0AAD9R7Q4	A0AAD9R7Q4_ACRCE	67.773	211	42	1	94	648	1	211	6.49e-99	295	651	211	85	HIGH	DSBA-like thioredoxin domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9226.t1	A0A9W9ZRX3	A0A9W9ZRX3_9CNID	44.706	85	43	4	235	483	6	88	8.97e-08	57.8	516	99	48	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9262.t1	A0A6S7GYL8	A0A6S7GYL8_PARCT	48.435	607	272	12	43	1803	332	917	0.0	575	2373	1598	74	HIGH	Uncharacterized protein LOC113007567	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9263.t1	A0AAD9PZP0	A0AAD9PZP0_ACRCE	94.406	143	7	1	97	522	129	271	1.44e-85	269	525	483	81	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9274.t1	A0AAD9VH96	A0AAD9VH96_ACRCE	68.981	216	54	3	40	672	110	317	4.27e-68	221	675	317	94	HIGH	Max-binding protein MNT	TrEMBL
Montipora_capitata_HIv3___TS.g42432.t1	A0AAD9Q5V0	A0AAD9Q5V0_ACRCE	80.899	356	38	4	46	1041	2	351	3.16e-179	542	2514	721	55	MEDIUM	DUF5641 domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9783.t1	A0AAD9QLU6	A0AAD9QLU6_ACRCE	91.964	224	18	0	1	672	1	224	6.33e-139	397	675	224	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9791.t1	A0AAD9QLU6	A0AAD9QLU6_ACRCE	86.885	183	22	1	1	543	1	183	7.66e-98	291	549	224	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9808.t1	A0A2B4SP77	A0A2B4SP77_STYPI	78.261	46	10	0	124	261	233	278	3.39e-17	86.7	366	603	38	LOW	Putative RNA-directed DNA polymerase from transposon X-element	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9918.t1	A0A7D9INX9	A0A7D9INX9_PARCT	63.344	311	114	0	25	957	37	347	3.14e-141	412	963	349	97	HIGH	Ankyrin repeat domain-containing 34B	TrEMBL
Montipora_capitata_HIv3___RNAseq.g9995.t1	A0A913YSZ3	A0A913YSZ3_EXADI	41.722	453	233	10	13	1344	10	440	2.04e-98	327	1626	884	82	HIGH	ZAD domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g10292.t1	A0ABN8LUC4	A0ABN8LUC4_9CNID	81.263	491	92	0	1	1473	180	670	0.0	858	1833	670	80	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g10728.t1	A0AAD9USN4	A0AAD9USN4_ACRCE	59.314	204	66	5	28	618	1	194	7.87e-77	238	621	194	95	HIGH	PH domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g10729.t1	A0ABN8R3T8	A0ABN8R3T8_9CNID	58.301	259	65	4	1	771	1	218	7.98e-95	298	861	492	90	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g10753.t1	A0A9X0CCR3	A0A9X0CCR3_9CNID	56.486	1110	435	19	1	3282	1	1078	0.0	1228	3294	1081	99	HIGH	Translational activator for mitochondrial COX1	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11034.t1	A0AAD9V630	A0AAD9V630_ACRCE	46.667	120	59	1	22	381	384	498	5.62e-21	104	915	676	39	LOW	BEN domain-containing protein 4	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11157.t1	A0A2B4SKN8	A0A2B4SKN8_STYPI	57.664	137	51	3	1	408	170	300	1.76e-35	138	753	329	54	MEDIUM	Myb/SANT-like DNA-binding domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g44066.t2c	A0A9W9YMJ6	A0A9W9YMJ6_9CNID	76.098	205	46	3	1	612	135	337	1.03e-79	251	615	337	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11426.t1	A0A2B4SAL8	A0A2B4SAL8_STYPI	55.903	288	120	4	52	915	3	283	1.64e-116	346	918	283	94	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g44312.t1	A0AAD9QKN8	A0AAD9QKN8_ACRCE	38.446	1017	578	19	19	3000	4	995	0.0	623	3894	1828	90	MEDIUM	Integrase catalytic domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11520.t1	A0AAD9V1Y2	A0AAD9V1Y2_ACRCE	64.516	155	48	3	22	486	1	148	3.86e-50	167	489	148	95	HIGH	BHLH domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11521.t1	A0AAD9QBF1	A0AAD9QBF1_ACRCE	78.000	150	31	1	1	450	1	148	1.75e-47	161	534	151	84	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11648.t1	A0ABN8T4L4	A0ABN8T4L4_9CNID	73.856	153	37	1	1	450	13	165	7.30e-75	230	453	165	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11650.t1a	A0A6S7IZG0	A0A6S7IZG0_PARCT	46.080	829	407	13	301	2691	3	823	0.0	631	2925	1053	82	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g11732.t1	A0AAD9QMD3	A0AAD9QMD3_ACRCE	41.975	162	67	6	10	417	3	163	1.06e-21	96.7	513	194	80	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g12020.t1	A0ABN8PBY1	A0ABN8PBY1_9CNID	51.031	194	92	1	1	582	1	191	3.39e-45	157	585	192	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g44870.t1	A0ABN8LXV1	A0ABN8LXV1_9CNID	55.779	199	76	4	19	579	22	220	3.77e-66	211	582	220	96	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g46883.t1	A0AAD9Q259	A0AAD9Q259_ACRCE	40.618	842	370	19	1	2481	1	727	1.45e-159	496	2535	838	98	HIGH	Death domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g46935.t1	A0A6S7IGY5	A0A6S7IGY5_PARCT	41.228	342	163	11	4	996	94	408	2.27e-72	245	1512	413	66	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g40523.t1	A0A6S7FY03	A0A6S7FY03_PARCT	45.312	128	63	4	151	525	364	487	1.80e-21	100	528	487	71	HIGH	DNA 3'-5' helicase	TrEMBL
