"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","season","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","short_desc"
30.6574135406644,1.49124522977719,0.456949156518213,3.26348174300165,0.00110052274627107,0.0358640028950536,"Montipora_capitata_HIv3___TS.g22430.t1","Summer","P17972","KCNAW_DROME",36.961,441,226,11,661,1896,75,492,2.73e-79,264,2058,498,60,"MEDIUM","Potassium voltage-gated channel protein Shaw","SwissProt","Host","Potassium voltage-gated channel protein Shaw"
359.216194875749,0.996010621571619,0.306361144750146,3.25109968623443,0.00114959541843153,0.0372008433373396,"Montipora_capitata_HIv3___RNAseq.g44445.t1","Summer","Q3ZBG9","PLS2_BOVIN",62.232,233,88,0,40,738,59,291,3.44e-97,289,741,293,94,"HIGH","Phospholipid scramblase 2","SwissProt","Host","Phospholipid scramblase 2"
11.7090506614419,-3.85205342967306,1.18706412323931,-3.24502556707839,0.0011744007888216,0.0378445330902692,"Montipora_capitata_HIv3___RNAseq.g18596.t1","Summer","Q90632","MOT3_CHICK",26.244,442,279,6,163,1368,19,453,3.5e-33,135,1455,542,83,"LOW","Monocarboxylate transporter 3","SwissProt","Host","Monocarboxylate transporter 3"
30.3923465943353,2.00154036886721,0.620019890582178,3.22818735216354,0.0012457735411374,0.0396468287437736,"Montipora_capitata_HIv3___RNAseq.g23366.t1","Summer","P63138","GBRB2_RAT",34.437,302,163,5,103,906,26,326,7.97e-60,204,1194,474,67,"MEDIUM","Gamma-aminobutyric acid receptor subunit beta-2","SwissProt","Host","Gamma-aminobutyric acid receptor subunit beta-2"
110.40417855221,2.07812782673787,0.652664377372747,3.18406810419656,0.00145220841248331,0.0450379535173515,"Montipora_capitata_HIv3___RNAseq.g10728.t1","Summer","A0AAD9USN4","A0AAD9USN4_ACRCE",59.314,204,66,5,28,618,1,194,7.87e-77,238,621,194,95,"HIGH","PH domain-containing protein","TrEMBL","Host","PH domain-containing protein"
451.904896574974,0.559965577440823,0.177122945673836,3.16145135973503,0.0015698503433377,0.0477883954977832,"Montipora_capitata_HIv3___RNAseq.g24143.t1","Summer","Q6GMK0","MGT4B_DANRE",50.787,508,234,4,154,1656,45,543,0,525,1677,547,90,"HIGH","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B","SwissProt","Host","Alpha-1"
346.096409092867,1.21224880698174,0.384629601290326,3.15173039962338,0.00162306057064563,0.0490206725291077,"Montipora_capitata_HIv3___RNAseq.g30392.t1","Summer","O70628","PDE9A_MOUSE",43.636,495,262,8,10,1476,11,494,3.44e-137,410,1596,534,92,"HIGH","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A","SwissProt","Host","High affinity cGMP-specific 3'"
176.469520432201,9.25253284481508,1.10351507027076,8.38460035035579,5.08983838404704e-17,1.26968846178045e-13,"Montipora_capitata_HIv3___RNAseq.g40524.t1","Winter","Q16787","LAMA3_HUMAN",55.319,47,21,0,190,330,1263,1309,2.38e-10,59.7,351,3333,50,"LOW","Laminin subunit alpha-3","SwissProt","Host","Laminin subunit alpha-3"
2005.87838421858,1.72456662696141,0.237605234410203,7.25811715066893,3.92515540773214e-13,4.89575911438857e-10,"Montipora_capitata_HIv3___TS.g42117.t1","Winter","Q9WVT6","CAH14_MOUSE",39.576,283,148,9,166,972,5,278,1.06e-53,184,1194,337,68,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Carbonic anhydrase 14"
157.871019084633,-2.68889810964999,0.374499580358939,-7.17997629549495,6.97235067133806e-13,7.82681224611054e-10,"Montipora_capitata_HIv3___RNAseq.g13058.t1","Winter","P57788","MOT4_CHICK",25.942,451,313,10,1,1323,4,443,4.01e-35,143,2238,473,89,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Monocarboxylate transporter 4"
51.7829751675094,3.00450678163792,0.566620188130637,5.30250570765971,1.14223894196424e-07,4.8385672615168e-05,"Montipora_capitata_HIv3___TS.g20805.t1","Winter","P20785","CO6A1_CHICK",29.843,191,102,12,220,723,824,1005,1.68e-07,55.8,828,1019,61,"LOW","Collagen alpha-1(VI) chain","SwissProt","Host","Collagen alpha-1(VI) chain"
77.8800207877311,-2.07477885724909,0.40729614199031,-5.09403022358716,3.50530848857158e-07,0.000131162801461534,"Montipora_capitata_HIv3___RNAseq.g13056.t1","Winter","G8XYX6","MOT8_DANRE",26.562,192,135,4,4,570,317,505,8.45e-14,73.6,717,526,79,"LOW","Monocarboxylate transporter 8","SwissProt","Host","Monocarboxylate transporter 8"
1920.96434401003,-0.543015221431354,0.114165924576553,-4.75636862264661,1.97106411259004e-06,0.00052061600460893,"Montipora_capitata_HIv3___RNAseq.g25591.t1","Winter","Q16720","AT2B3_HUMAN",40.21,572,317,11,1951,3645,508,1061,1.24e-115,394,3864,1220,89,"HIGH","Plasma membrane calcium-transporting ATPase 3","SwissProt","Host","Plasma membrane calcium-transporting ATPase 3"
323.711393361859,1.75880931674748,0.380010514783481,4.62831750260806,3.68648526516385e-06,0.000940514553274928,"Montipora_capitata_HIv3___RNAseq.g9307.t1","Winter","Q9WVT6","CAH14_MOUSE",39.929,283,147,9,19,825,5,278,1.09e-54,186,1092,337,74,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Carbonic anhydrase 14"
243.444553860479,-2.59006036073123,0.603190760329052,-4.29393241918743,1.75535926427474e-05,0.00375329246116496,"Montipora_capitata_HIv3___TS.g48244.t1","Winter","Q6N075","MFSD5_HUMAN",35.156,384,226,6,220,1335,26,398,9.74e-51,182,1497,450,75,"MEDIUM","Molybdate-anion transporter","SwissProt","Host","Molybdate-anion transporter"
1798.4683762682,0.604749896851412,0.141398843100735,4.27690837909174,1.89506750641871e-05,0.00397627669033706,"Montipora_capitata_HIv3___TS.g2560.t1","Winter","P23978","SC6A1_RAT",44.479,643,284,8,97,1998,1,579,0,557,2073,599,92,"HIGH","Sodium- and chloride-dependent GABA transporter 1","SwissProt","Host","Sodium- and chloride-dependent GABA transporter 1"
485.987131512836,-2.09227319220707,0.496550904914939,-4.21361268602559,2.51318109820409e-05,0.00503780614605178,"Montipora_capitata_HIv3___RNAseq.g3053.t1","Winter","Q502K3","ANR52_DANRE",27.112,1018,622,17,2950,5808,11,973,2.28e-78,287,6150,1071,64,"LOW","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C","SwissProt","Host","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C"
424.220555718775,1.22126218741236,0.305632797022572,3.99584795646837,6.44630982289027e-05,0.0106416251348316,"Montipora_capitata_HIv3___RNAseq.g44252.t1","Winter","H1AFJ5","SCNNA_NEOFS",27.419,558,332,16,148,1671,23,557,1.09e-55,202,1716,655,89,"LOW","Epithelial sodium channel subunit alpha","SwissProt","Host","Epithelial sodium channel subunit alpha"
168.603837185546,-1.08868807947773,0.278055227997176,-3.9153663368228,9.02670424536089e-05,0.0140735095147637,"Montipora_capitata_HIv3___RNAseq.g35621.t1","Winter","P98069","BMPH_STRPU",32.804,189,111,8,2401,2937,288,470,4.15e-18,95.1,7650,639,7,"LOW","Bone morphogenetic protein 1 homolog","SwissProt","Host","Bone morphogenetic protein 1 homolog"
163.025285868673,-2.34370649235345,0.613252489127987,-3.82176433671893,0.000132500282682774,0.0195355568952092,"Montipora_capitata_HIv3___RNAseq.g13057.t1","Winter","P57788","MOT4_CHICK",25.771,454,315,10,40,1371,17,458,1.53e-37,146,1419,473,94,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Monocarboxylate transporter 4"
1278.82221487538,0.635217212926258,0.169795316612302,3.74107617100338,0.000183233972071369,0.0249320357998442,"Montipora_capitata_HIv3___RNAseq.g401.t1","Winter","O46392","CO1A2_CANLF",35.429,350,199,7,5014,6024,1030,1365,1.21e-59,231,6030,1366,60,"MEDIUM","Collagen alpha-2(I) chain","SwissProt","Host","Collagen alpha-2(I) chain"
23.0747751507874,3.49197750158172,0.935633263882665,3.73220751802988,0.000189809028702297,0.0256710994180438,"Montipora_capitata_HIv3___RNAseq.g41558.t1","Winter","B3EWY6","SAAR1_ACRMI",38.532,109,63,3,133,456,113,218,7.49e-15,76.3,711,386,46,"LOW","Skeletal aspartic acid-rich protein 1","SwissProt","Host","Skeletal aspartic acid-rich protein 1"
102.316191155259,1.84234620037434,0.507330609724116,3.63145090215668,0.00028183228013766,0.0347033625444896,"Montipora_capitata_HIv3___RNAseq.g40556.t1","Winter","Q64605","PTPRS_RAT",27.813,791,474,32,76,2343,162,890,1.4e-45,181,2451,1907,94,"LOW","Receptor-type tyrosine-protein phosphatase S","SwissProt","Host","Receptor-type tyrosine-protein phosphatase S"
2388.27436156648,0.551454516755346,0.153287936041533,3.59750761211849,0.000321281096144974,0.0375681348414104,"Montipora_capitata_HIv3___RNAseq.g24595.t1","Winter","P54289","CA2D1_HUMAN",29.58,1119,669,33,97,3261,33,1096,1.95e-139,451,3273,1103,97,"LOW","Voltage-dependent calcium channel subunit alpha-2/delta-1","SwissProt","Host","Voltage-dependent calcium channel subunit alpha-2/delta-1"
115.007400634442,4.93482700656761,1.37921847092457,3.57798790445395,0.00034624947074255,0.0390635520986984,"Montipora_capitata_HIv3___TS.g47223.t1","Winter","O73853","CP17A_ICTPU",37.166,487,298,4,43,1494,18,499,5.8e-109,336,1500,514,97,"MEDIUM","Steroid 17-alpha-hydroxylase/17,20 lyase","SwissProt","Host","Steroid 17-alpha-hydroxylase/17"
278.393772885643,-1.73134810070536,0.495583022568952,-3.49355813629486,0.000476629192779433,0.0497711721260049,"Montipora_capitata_HIv3___RNAseq.g44050.t1","Winter","Q7T2B9","MTPN_DANRE",40.449,89,52,1,385,651,6,93,7.95e-14,69.3,732,118,36,"LOW","Myotrophin","SwissProt","Host","Myotrophin"
